date,stock,current_price,change_pct,rsi,ema20,ema50,ema200,vwap,macd,volume,avg_volume,confidence,entry,target_1,target_2,stop_loss,trend,intraday_signal,long_term_signal,timeframe,timeframe_t2,risk_reward,rank
2026-08-08T07:09:09.894Z,NAM-INDIA,1176,-2,51.44,1172.61,1145.42,1010.71,959.68,2.366,688856,990303,78,1176,1245.74,1280.61,1123.69,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.069Z,PETRONET,280.6,1.32,52.73,278.74,277.87,278.29,278.4,0.446,833605,1683583,78,280.6,292.39,298.29,271.75,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.161Z,KIMS,811.1,1.12,53.78,801.89,787.6,733.73,719.22,0.055,504230,574539,78,811.1,854.94,876.86,778.22,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.282Z,AWL,197.5,0.06,63.99,190.72,190.2,206.42,217.87,0.991,3167471,2934226,78,197.5,208.09,213.39,189.56,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.376Z,CARBORUNIV,1097,1.41,46.83,1078.65,1071.15,968.73,953.11,1.336,79070,135252,78,1097,1168.7,1204.55,1043.23,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.418Z,ELGIEQUIP,588.45,0.74,52.45,583.68,580.4,541.37,517.06,1.095,140041,252297,78,588.45,621.77,638.43,563.46,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.556Z,APOLLO,403.85,-0.02,53.65,397.45,388.83,315.96,324.88,1.443,3212891,5741151,78,403.85,431.36,445.12,383.21,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:09.612Z,LT,4056,-0.14,61.66,3954.31,3963.66,3927.7,3889.41,32.132,901290,1900410,75,4056,4184.42,4248.63,3959.68,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.677Z,DIVISLAB,8275,-1.35,76.31,7691.15,7217.31,6634.42,6524.56,93.005,327434,598623,75,8275,8674.05,8873.57,7975.71,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:09.682Z,TVSMOTOR,4440.9,1.51,76.8,4038.67,3789.06,3581.09,3570.44,52.455,840158,1355291,75,4440.9,4643.33,4744.55,4289.07,Bullish,BUY,BUY,3 days,4 days,1.33,1
2026-08-08T07:09:09.692Z,VAML,470.05,-2.21,55.1,455.99,461.81,481.9,459.17,5.039,7677653,9350840,75,470.05,504.14,521.18,444.49,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:09.698Z,HYUNDAI,2200.5,-0.52,71.74,2080.11,2007.78,2054.64,2138.4,22.338,279115,956667,75,2200.5,2307.76,2361.39,2120.05,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.800Z,JINDALSTEL,1103,0.18,57.26,1079.18,1097.14,1112.02,1095.34,10.035,392474,1197888,75,1103,1153.01,1178.01,1065.49,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:09.837Z,ASHOKLEY,177.5,0,72,164.46,161.11,160.38,161.5,2.52,11282040,17476198,75,177.5,186.31,190.71,170.89,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.848Z,LAURUSLABS,1844.3,0.78,79.05,1709.84,1562.91,1247.82,1143.49,11.505,1553067,2200813,75,1844.3,1926.3,1967.3,1782.8,Bullish,BUY,BUY,3 days,1 week,1.33,1
2026-08-08T07:09:09.861Z,PAYTM,1441.6,-0.03,73.7,1343.89,1261.54,1185.95,1212.1,7.303,3055929,3878960,75,1441.6,1531.25,1576.08,1374.36,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.886Z,COFORGE,1776,0.18,71.55,1644.91,1538.53,1502.45,1483.88,17.814,2666057,3530477,75,1776,1888.07,1944.11,1691.94,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.907Z,UNOMINDA,1285,0.55,79.95,1190.09,1153.18,1150.79,1182.13,12.696,557760,869887,75,1285,1349.76,1382.14,1236.43,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.916Z,SAIL,176.58,-0.09,60.86,169.8,172.16,162.21,158.08,2.049,9569899,14933943,75,176.58,186.8,191.91,168.91,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.931Z,NATIONALUM,381,0,65.03,360,364.51,342.95,332.55,5.541,4423953,6914650,75,381,401.85,412.28,365.36,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.948Z,BANKINDIA,145,1.64,56.72,141.51,142.51,141.8,144.39,0.418,8569425,8929073,75,145,151.91,155.36,139.82,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:09.968Z,LINDEINDIA,7112.5,0.35,56.7,6966.23,7026.33,6816.29,6698.88,39.99,14507,23986,75,7112.5,7495.93,7687.65,6824.93,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.975Z,RADICO,4499,0.65,73.1,4259.94,3979.65,3401.72,3250.84,18.164,299219,472649,75,4499,4723.18,4835.28,4330.86,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.979Z,ATHERENERG,1481.5,1.95,76.88,1299.32,1174.65,889.82,833.73,18.479,4646531,5698074,75,1481.5,1609.23,1673.1,1385.7,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.988Z,M&MFIN,408.45,5.05,70.25,370.27,343.95,323.66,335.11,2.973,4874880,7087603,75,408.45,439,454.27,385.54,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:09.992Z,KEI,5600,0.09,70.72,5189.28,5146.02,4746.78,4631.71,95.17,273169,495119,75,5600,5911.33,6067,5366.5,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.080Z,COCHINSHIP,1519.7,1.99,65.67,1434.66,1450.23,1529.46,1595.88,14.523,2274374,1006416,75,1519.7,1591.89,1627.98,1465.56,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.144Z,TATAINVEST,693.65,3.98,61.58,669.47,669.54,681.41,868.47,3.289,3673235,387370,75,693.65,727.9,745.02,667.96,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.166Z,LALPATHLAB,1931.6,2.36,74.56,1796.59,1705.9,1575.44,1567.54,14.874,427191,501950,75,1931.6,2056.24,2118.56,1838.12,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.177Z,RRKABEL,2759.5,-1.2,71.99,2511.75,2319.85,1821,1855.13,30.628,427544,800505,75,2759.5,2978.07,3087.36,2595.57,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.233Z,CRAFTSMAN,10483,0.72,75.4,9722.83,9296.08,8147.5,8174.5,119.71,40822,67268,75,10483,11104.27,11414.9,10017.05,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.235Z,PPLPHARMA,209.55,0.63,77.11,192.01,180.8,173.77,176.15,2.019,4611692,7705644,75,209.55,224.56,232.07,198.29,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.242Z,REDINGTON,354.85,1.17,82.05,308.24,281.47,257.88,273.34,7.395,3115310,10929474,75,354.85,384.82,399.81,332.37,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.287Z,TIMKEN,3351,0.24,60.04,3233.63,3323.07,3278.7,3248.18,43.712,30969,56469,75,3351,3535.24,3627.37,3212.82,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.315Z,SANSERA,3863.8,2.02,79.34,3405.07,3167.35,2455.29,2357.2,55.671,196227,243663,75,3863.8,4117.12,4243.79,3673.81,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.355Z,AETHER,1591.6,0.14,71.82,1477.11,1367.82,1118.63,1075.38,4.542,240048,373895,75,1591.6,1705.65,1762.68,1506.06,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.425Z,DIACABS,364.05,4.37,81.78,299.03,253.36,188.27,194.3,4.641,2213722,7392488,75,364.05,401.92,420.86,335.65,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.506Z,ALIVUS,1329.8,0.35,74.09,1199.55,1142.02,1033.34,1010.33,22.093,85268,168676,75,1329.8,1426.82,1475.34,1257.03,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.760Z,APOLLOHOSP,8945,0.39,57.44,8871.88,8648.69,7983.18,7725.43,-10.516,399856,274227,73,8945,9245.14,9395.21,8719.9,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.767Z,BOSCHLTD,42950,0.07,56.88,41423.89,40229.26,37970.93,37560.71,-28.805,30753,26440,73,42950,44940.21,45935.31,41457.35,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.802Z,GVT&D,4299,-2.52,46.26,4402.79,4521.2,3998.34,3729.88,25.918,2343579,991298,73,4299,4698.18,4897.77,3999.61,Bearish,BUY,BUY,4 days,1 week,1.33,10
2026-08-08T07:09:10.012Z,AEGISLOG,1371,-2.07,58.8,1315.85,1175.36,893.24,915.4,-5.287,1673750,1651103,73,1371,1532.97,1613.95,1249.53,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.049Z,CPPLUS,3708.7,4.33,57.25,3521.85,3346.79,2417.93,1933.68,-8.522,204110,174961,73,3708.7,4023.1,4180.29,3472.9,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.055Z,POONAWALLA,480.05,-2.2,56.97,470.08,452.49,441.39,459.98,-0.443,1895576,1401042,73,480.05,511.6,527.37,456.39,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.072Z,3MINDIA,36035,0.64,59.47,35287.11,34404.69,33418.38,33661.73,-38.75,4631,4062,73,36035,37773.6,38642.9,34731.05,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.100Z,PWL,131.59,4.86,53.85,129.27,125.24,123.07,126.92,-0.893,12678121,6443149,73,131.59,143.7,149.75,122.51,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.284Z,RUBICON,1553.2,-1.36,59.51,1488.27,1365.77,1010.16,871.81,-4.601,255419,248405,73,1553.2,1683.9,1749.25,1455.17,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.331Z,PFOCUS,287.6,-1.47,55.43,283.26,269.29,246.8,229.25,-1.133,1101666,878547,73,287.6,316.39,330.79,266.01,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.360Z,GRANULES,873.85,4.2,60.01,847.72,818.05,687.41,627.72,-3.6,1146571,1035700,73,873.85,929.07,956.68,832.43,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.460Z,POLYMED,1693.8,-0.91,53.73,1681.47,1627.72,1623.61,1672.5,-2.354,225240,83403,73,1693.8,1803.81,1858.82,1611.29,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.555Z,WELSPUNLIV,164.09,3.04,54.26,161.5,157.13,139.93,136.55,-0.57,5904913,1744248,73,164.09,175.63,181.4,155.44,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:09.903Z,SWIGGY,280.75,-2.74,54.72,276.33,269.09,305.16,334.94,0.938,26303196,25750363,71,280.75,305.22,317.45,262.4,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:09.608Z,TCS,2452.7,3.36,62.98,2329.97,2281.24,2552.09,2656.64,11.12,4547979,4742977,70,2452.7,2589.07,2657.26,2350.42,Bullish,BUY,SELL,3 days,5 days,1.33,7
2026-08-08T07:09:09.616Z,INFY,1175.1,0.87,61.94,1124.02,1122.99,1270.74,1324.51,10.383,7581410,14550496,70,1175.1,1240.66,1273.44,1125.93,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:09.622Z,MARUTI,14037,-1.08,57.06,13884.45,13729.36,13975.94,14461.41,43.765,333510,438856,70,14037,14617.16,14907.24,13601.88,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.636Z,HCLTECH,1356.6,1.62,68.16,1289.95,1239.39,1337.06,1381.74,4.433,1725616,4085525,70,1356.6,1428.62,1464.63,1302.58,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.700Z,JIOFIN,256.8,-2.39,59.87,249.1,244.01,260.04,264.14,2.201,10858220,22304614,70,256.8,269.67,276.1,247.15,Bullish,BUY,SELL,3 days,1 week,1.33,7
2026-08-08T07:09:09.742Z,BPCL,321,-1.61,58.02,317.45,312.17,320.28,326.36,0.822,3694266,6651653,70,321,335.56,342.85,310.08,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.751Z,LTM,4658.1,3.38,65.01,4266.94,4146.57,4595.75,4835.47,40.386,320411,562385,70,4658.1,4943.79,5086.63,4443.83,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.765Z,BAJAJHLDNG,11263,-2.03,65.37,10931.92,10687.23,11008.62,11388.59,92.764,49087,54906,70,11263,11773.62,12028.93,10880.04,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.827Z,LGEINDIA,1586.5,0.52,57.88,1550.05,1548.6,1561.47,1599.83,6.625,138372,257068,70,1586.5,1654.97,1689.2,1535.15,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.959Z,SBICARD,659,-0.15,59.28,646.14,636.46,701.26,746.7,1.014,1453309,1666026,70,659,689.07,704.11,636.45,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:09.966Z,COROMANDEL,2069.3,-0.82,57.39,2051.15,2014.68,2096.4,2135.93,3.348,93460,134041,70,2069.3,2177.87,2232.15,1987.87,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.030Z,MPHASIS,2475,2.19,59.32,2370.36,2329.3,2432.69,2522.01,10.894,608641,658547,70,2475,2646.27,2731.91,2346.54,Bullish,BUY,HOLD,3 days,1 week,1.33,4
2026-08-08T07:09:10.093Z,LTTS,3598.7,1.22,61.57,3468.55,3419.35,3644.84,3680.31,14.915,79998,245537,70,3598.7,3824.24,3937,3429.55,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.095Z,UBL,1400.3,-0.87,57.4,1399.88,1386.71,1517.5,1587.12,1.678,90278,157563,70,1400.3,1468.51,1502.62,1349.14,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.136Z,ESCORTS,3080,-0.03,62,3016.87,2985.88,3187.26,3377.2,10.239,65250,139425,70,3080,3207.18,3270.76,2984.62,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.280Z,KAYNES,3856.3,0.69,68.73,3565.33,3464.73,4081.46,4121.29,54.151,806763,1256340,70,3856.3,4105.75,4230.47,3669.21,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.335Z,PFIZER,4880.6,-0.56,67.02,4731.37,4668.12,4786.76,4994.82,25.663,16772,31854,70,4880.6,5083.84,5185.46,4728.17,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.357Z,URBANCO,143.74,0.83,62.94,135.19,132.34,134.61,147.22,1.239,3616093,8002502,70,143.74,154.9,160.48,135.37,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.369Z,SAGILITY,43.67,-0.21,56.01,42.92,42.05,43.56,46.5,0.056,10947994,29714701,70,43.67,46.63,48.11,41.45,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.416Z,BRIGADE,581.95,2.04,57.54,556.29,543.4,578.19,587.21,1.526,196857,554469,70,581.95,618.37,636.59,554.63,Bullish,BUY,HOLD,3 days,5 days,1.33,4
2026-08-08T07:09:10.511Z,KFINTECH,936,-1.34,55.11,916,898.44,950.75,987.61,3.335,591577,1563977,70,936,992.93,1021.4,893.3,Bullish,BUY,SELL,3 days,5 days,1.33,7
2026-08-08T07:09:10.523Z,MAHSCOOTER,13818,-0.12,63.99,13138.52,12892.56,13343.89,14792.82,103.137,2355,4879,70,13818,14697.53,15137.29,13158.35,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.544Z,PARADEEP,149.45,0.89,60,143.91,138.7,145.03,155.34,0.335,6178811,13145939,70,149.45,160.57,166.14,141.11,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.729Z,POWERINDIA,32600,2.19,50.9,32263.84,32628.15,28069.79,24906.61,150.801,91167,107912,68,32600,34769.22,35853.84,30973.08,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:09.735Z,POLYCAB,9218,-1.04,50.59,9169.71,9181.46,8388.91,8014.68,41.387,197996,360262,68,9218,9630,9836.01,8909,Neutral,BUY,BUY,3 days,5 days,1.33,19
2026-08-08T07:09:09.747Z,PFC,420,0.48,51.37,418.48,421.14,414.41,406.17,0.91,4422078,5755804,68,420,436.6,444.9,407.55,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.843Z,MAZDOCK,2514.9,-0.6,63.9,2398.19,2420.86,2503.19,2547.15,25.437,1078657,774184,68,2514.9,2636.56,2697.39,2423.66,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.899Z,NMDC,84.92,-1.48,49.66,84.8,85.59,82.93,81.89,0.317,9354641,17241604,68,84.92,88.31,90.01,82.38,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.905Z,POLICYBZR,1604.5,-0.96,50.71,1592.49,1600.79,1642.42,1647.89,7.002,4221823,1372437,68,1604.5,1702.19,1751.04,1531.23,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.060Z,NLCINDIA,304.4,0.13,51.21,301.38,307.02,288.04,301.63,2.027,1530784,2050109,68,304.4,320.61,328.71,292.24,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.066Z,IRCTC,519.95,-0.1,60.8,505.65,511.96,575.25,601.69,3.531,994282,979521,68,519.95,538.27,547.42,506.21,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.305Z,KIOCL,391.75,-0.05,59.65,376.32,380.41,379.15,440.74,4.885,297023,226559,68,391.75,420.25,434.49,370.38,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.362Z,HATSUN,941.1,3.35,58.88,901.28,910.21,926.91,990.66,2.714,51026,37750,68,941.1,985.35,1007.48,907.91,Neutral,BUY,HOLD,4 days,1 week,1.33,22
2026-08-08T07:09:10.410Z,GMDCLTD,582.8,-2.34,50.84,576.61,593.73,581.99,582.37,4.203,980159,1153058,68,582.8,619.99,638.58,554.91,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.468Z,KANSAINER,212.35,0.94,57.69,203.35,205.26,212.82,220.15,1.59,371479,347541,68,212.35,225.79,232.51,202.27,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:10.490Z,NAVA,581.85,-0.03,54.36,579.49,592.75,599.46,637.84,3.109,401360,238741,68,581.85,616.42,633.7,555.93,Neutral,BUY,SELL,4 days,1 week,1.33,25
2026-08-08T07:09:09.610Z,BAJFINANCE,1078,-5.84,53.1,1078.16,1025.11,967.82,966.34,2.797,15614001,10412149,66,1078,1140.24,1171.35,1031.32,Neutral,BUY,BUY,3 days,5 days,1.33,19
2026-08-08T07:09:10.380Z,FSL,279.85,-4.8,50.45,284.78,267.22,278.3,273.21,1.741,9187334,6466214,66,279.85,313.06,329.67,254.94,Neutral,BUY,HOLD,4 days,1 week,1.33,22
2026-08-08T07:09:09.755Z,BRITANNIA,5510,1.96,58.67,5428.66,5395.3,5566.42,5718.13,-1.48,1342849,301370,65,5510,5737.62,5851.44,5339.28,Bullish,BUY,SELL,4 days,1 week,1.33,7
2026-08-08T07:09:09.769Z,LODHA,1218.7,0.39,57.39,1197.9,1101.88,1038.22,1004.57,-10.105,890480,2700606,65,1218.7,1306.62,1350.58,1152.76,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.857Z,NYKAA,332,-1,58.74,327.19,309.71,273.11,266.23,-0.632,6083027,7018783,65,332,349.02,357.53,319.24,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.867Z,FEDERALBNK,356.25,0.76,59.37,350.06,332.95,288.11,270.11,-0.91,4924276,7388632,65,356.25,371.76,379.51,344.62,Bullish,BUY,BUY,3 days,1 week,1.33,1
2026-08-08T07:09:09.868Z,DIXON,14200,-0.77,60.39,13834.67,13066.86,12830.4,12316.58,-57.361,207079,572975,65,14200,15061.65,15492.47,13553.77,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.881Z,NAUKRI,1225.3,-1.19,61.18,1200.05,1127.97,1141.58,1145.79,-4.16,747939,1695583,65,1225.3,1293.94,1328.26,1173.82,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.884Z,INDUSINDBK,1022,0.57,56.07,1010.17,977.37,902.65,854.84,-3.507,1727371,2005160,65,1022,1069.08,1092.62,986.69,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.897Z,JSWINFRA,335.75,2.52,57.12,327.88,316,292.51,297.47,-0.881,2388341,3697929,65,335.75,358.02,369.15,319.05,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.911Z,IDFCFIRSTB,84.62,-0.86,60.94,83.21,79.72,75.44,74.88,-0.003,9539702,24378938,65,84.62,88.23,90.03,81.92,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.964Z,KALYANKJIL,606.3,1.39,64.99,564.79,495.24,457.44,472.4,-6.192,33255299,40266924,65,606.3,659.9,686.71,566.1,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:10.006Z,FLUOROCHEM,4518.1,0.44,63.11,4367.79,4095.08,3706.26,3667.69,-5.799,70208,187463,65,4518.1,4804.74,4948.05,4303.12,Bullish,BUY,BUY,3 days,1 week,1.33,1
2026-08-08T07:09:10.045Z,GLAXO,2599.7,1.17,57.72,2547.11,2460.8,2466.66,2497.76,-2.485,40361,72672,65,2599.7,2741.62,2812.58,2493.26,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.047Z,AJANTPHARM,3489.2,1.5,56.55,3420.55,3302.06,2989.37,2871.88,-6.036,49287,113586,65,3489.2,3693.05,3794.97,3336.31,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.089Z,HSCL,752.65,-1.1,56.14,742.34,697.68,576.17,611.36,-4.565,4327549,9257570,65,752.65,810.29,839.11,709.42,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.116Z,ANANDRATHI,2101.5,1.45,64.13,2048.31,1972.64,1725.38,1642.46,-6.55,202601,289001,65,2101.5,2199.69,2248.78,2027.86,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.154Z,KARURVYSYA,335.55,-0.58,59.23,329.84,314.48,285.47,283.8,-0.851,816142,7262928,65,335.55,354.75,364.34,321.15,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.267Z,SUMICHEM,532.95,1.48,59.07,514.82,493.87,477.14,482.54,-2.604,611836,790883,65,532.95,572.54,592.33,503.26,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.338Z,ANANTRAJ,615.9,-0.24,59.64,602.83,572.32,546.28,579.89,-0.906,1039127,2758491,65,615.9,653.93,672.95,587.37,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.414Z,CHALET,859.7,2.39,59.94,833.13,818.21,828.13,876.99,-0.717,178373,112862,65,859.7,911.35,937.18,820.96,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.420Z,CHOICEIN,841.15,2.04,66.9,804.55,768.43,742.59,754.71,-1.434,684783,1101383,65,841.15,875.92,893.3,815.07,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.466Z,ASTRAMICRO,1840,2.1,59.06,1781.65,1655.62,1287.32,1261.7,-3.776,224632,560363,65,1840,1988.77,2063.16,1728.42,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.507Z,NIVABUPA,86.19,-1.54,55.61,86.37,84.98,80.75,80.67,0.041,540098,1572152,65,86.19,90.17,92.16,83.2,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.551Z,HONASA,477.6,3.91,61.46,455.17,434.64,357.88,347.37,-1.327,628711,838901,65,477.6,506.4,520.8,456,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.630Z,KOTAKBANK,390.75,-0.82,51.29,389.88,388.89,395.49,400.05,1.34,7315232,13618563,63,390.75,375.77,368.28,401.99,Bullish,HOLD,SELL,4 days,1 week,1.33,8
2026-08-08T07:09:09.933Z,FORTIS,955.15,3.82,52.1,947.25,949.93,929.18,933.71,-1.297,3551821,1139924,63,955.15,910.03,887.47,988.99,Neutral,HOLD,BUY,4 days,1 week,1.33,20
2026-08-08T07:09:09.940Z,IOB,34.26,-1.55,51.05,34.19,34.14,34.96,36.82,0.035,2285872,4790347,63,34.26,32.86,32.16,35.31,Bullish,HOLD,SELL,4 days,1 week,1.33,8
2026-08-08T07:09:09.972Z,JSL,734.65,-1.32,54.29,726.69,721.45,739.09,756.47,0.356,359503,505383,63,734.65,699.54,681.99,760.98,Bullish,HOLD,SELL,4 days,1 week,1.33,8
2026-08-08T07:09:10.003Z,SUNDARMFIN,4604.2,-0.93,53.29,4567.1,4543.31,4688.44,4767.79,20.144,22448,62766,63,4604.2,4335.68,4201.42,4805.59,Bullish,HOLD,SELL,4 days,1 week,1.33,8
2026-08-08T07:09:10.104Z,ITCHOTELS,170.65,-0.25,53.26,168.1,167.68,178.93,181.09,0.455,2944172,3246283,63,170.65,161.45,156.84,177.55,Neutral,HOLD,SELL,3 days,5 days,1.33,26
2026-08-08T07:09:10.205Z,NIACL,177.11,-3.62,53.96,174.84,172.54,167.56,180.7,0.7,1490286,2516786,63,177.11,163.29,156.38,187.48,Bullish,HOLD,BUY,4 days,1 week,1.33,2
2026-08-08T07:09:10.341Z,RAMCOCEM,933.8,1.26,54.96,924.76,922.79,981.92,1010.47,0.92,80023,109802,63,933.8,886.73,863.19,969.11,Bullish,HOLD,SELL,4 days,1 week,1.33,8
2026-08-08T07:09:10.343Z,KPIL,1317.2,2.67,45.93,1305.42,1306.56,1238.39,1234.11,-2.33,198579,119494,63,1317.2,1247.94,1213.32,1369.14,Neutral,HOLD,BUY,4 days,1 week,1.33,20
2026-08-08T07:09:10.014Z,RVNL,233.38,-0.69,53.94,229.38,237.74,278.88,304.33,1.856,4691820,4574270,61,233.38,222.42,216.94,241.6,Bullish,HOLD,SELL,4 days,1 week,1.33,8
